ORCA_URN	AnalyzedText	ExemplarUrn	Analysis	TextDeformation	Sequence
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:91	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@ὠφελίμων[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.39	urn:cite2:fufolio:tokenTypes.v1:word	ὠφελίμων	91
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:92	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@παραμελοῦντας[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.40	urn:cite2:fufolio:tokenTypes.v1:word	παραμελοῦντας	92
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:93	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@;[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.41	urn:cite2:fufolio:tokenTypes.v1:punc	;	93
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:94	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@τῇ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.42	urn:cite2:fufolio:tokenTypes.v1:word	τῇ	94
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:95	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@μὲν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.43	urn:cite2:fufolio:tokenTypes.v1:word	μὲν	95
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:96	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@γὰρ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.44	urn:cite2:fufolio:tokenTypes.v1:word	γὰρ	96
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:97	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@αἰσθήσει[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.45	urn:cite2:fufolio:tokenTypes.v1:word	αἰσθήσει	97
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:98	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@,[4]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.46	urn:cite2:fufolio:tokenTypes.v1:punc	,	98
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:99	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@κατὰ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.47	urn:cite2:fufolio:tokenTypes.v1:word	κατὰ	99
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:100	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@πάθος[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.48	urn:cite2:fufolio:tokenTypes.v1:word	πάθος	100
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:101	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@τὴν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.49	urn:cite2:fufolio:tokenTypes.v1:word	τὴν	101
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:102	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@πληγὴν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.50	urn:cite2:fufolio:tokenTypes.v1:word	πληγὴν	102
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:103	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@ἀντιλαμβανομένῃ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.51	urn:cite2:fufolio:tokenTypes.v1:word	ἀντιλαμβανομένῃ	103
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:104	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@τῶν[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.52	urn:cite2:fufolio:tokenTypes.v1:word	τῶν	104
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:105	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@προστυγχανόντων[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.53	urn:cite2:fufolio:tokenTypes.v1:word	προστυγχανόντων	105
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:106	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@,[5]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.54	urn:cite2:fufolio:tokenTypes.v1:punc	,	106
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:107	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@ἴσως[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.55	urn:cite2:fufolio:tokenTypes.v1:word	ἴσως	107
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:108	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@ἀνάγκη[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.56	urn:cite2:fufolio:tokenTypes.v1:word	ἀνάγκη	108
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:109	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@πᾶν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.57	urn:cite2:fufolio:tokenTypes.v1:word	πᾶν	109
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:110	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@τὸ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.58	urn:cite2:fufolio:tokenTypes.v1:word	τὸ	110
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:111	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@φαινόμενον[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.59	urn:cite2:fufolio:tokenTypes.v1:word	φαινόμενον	111
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:112	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@,[6]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.60	urn:cite2:fufolio:tokenTypes.v1:punc	,	112
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:113	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@ἄν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.61	urn:cite2:fufolio:tokenTypes.v1:word	ἄν	113
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:114	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@τε[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.62	urn:cite2:fufolio:tokenTypes.v1:word	τε	114
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:115	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@χρήσιμον[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.63	urn:cite2:fufolio:tokenTypes.v1:word	χρήσιμον	115
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:116	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@ἄν[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.64	urn:cite2:fufolio:tokenTypes.v1:word	ἄν	116
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:117	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@τ'[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.65	urn:cite2:fufolio:tokenTypes.v1:word	τ'	117
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:118	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@ἄχρηστον[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.66	urn:cite2:fufolio:tokenTypes.v1:word	ἄχρηστον	118
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:119	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@ᾖ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.67	urn:cite2:fufolio:tokenTypes.v1:word	ᾖ	119
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:120	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@,[7]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.68	urn:cite2:fufolio:tokenTypes.v1:punc	,	120
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:121	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@θεωρεῖν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.69	urn:cite2:fufolio:tokenTypes.v1:word	θεωρεῖν	121
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:122	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@,[8]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.70	urn:cite2:fufolio:tokenTypes.v1:punc	,	122
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:123	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@τῷ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.71	urn:cite2:fufolio:tokenTypes.v1:word	τῷ	123
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:124	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@νῷ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.72	urn:cite2:fufolio:tokenTypes.v1:word	νῷ	124
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:125	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@δ'[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.73	urn:cite2:fufolio:tokenTypes.v1:word	δ'	125
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:126	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@ἕκαστος[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.74	urn:cite2:fufolio:tokenTypes.v1:word	ἕκαστος	126
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:127	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@,[9]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.75	urn:cite2:fufolio:tokenTypes.v1:punc	,	127
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:128	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@εἰ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.76	urn:cite2:fufolio:tokenTypes.v1:word	εἰ	128
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:129	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@βούλοιτο[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.77	urn:cite2:fufolio:tokenTypes.v1:word	βούλοιτο	129
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:130	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@,[10]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.78	urn:cite2:fufolio:tokenTypes.v1:punc	,	130
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:131	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@χρῆσθαι[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.79	urn:cite2:fufolio:tokenTypes.v1:word	χρῆσθαι	131
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:132	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@καὶ[5]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.80	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	132
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:133	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@τρέπειν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.81	urn:cite2:fufolio:tokenTypes.v1:word	τρέπειν	133
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:134	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@ἑαυτὸν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.82	urn:cite2:fufolio:tokenTypes.v1:word	ἑαυτὸν	134
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:135	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@ἀεὶ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.83	urn:cite2:fufolio:tokenTypes.v1:word	ἀεὶ	135
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:136	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@καὶ[6]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.84	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	136
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:137	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@μεταβάλλειν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.85	urn:cite2:fufolio:tokenTypes.v1:word	μεταβάλλειν	137
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:138	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@ῥᾷστα[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.86	urn:cite2:fufolio:tokenTypes.v1:word	ῥᾷστα	138
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:139	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@πρὸς[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.87	urn:cite2:fufolio:tokenTypes.v1:word	πρὸς	139
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:140	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@τὸ[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.88	urn:cite2:fufolio:tokenTypes.v1:word	τὸ	140
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:141	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@δοκοῦν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.89	urn:cite2:fufolio:tokenTypes.v1:word	δοκοῦν	141
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:142	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@πέφυκεν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.90	urn:cite2:fufolio:tokenTypes.v1:word	πέφυκεν	142
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:143	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@,[11]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.91	urn:cite2:fufolio:tokenTypes.v1:punc	,	143
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:144	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@ὥστε[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.92	urn:cite2:fufolio:tokenTypes.v1:word	ὥστε	144
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:145	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@χρὴ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.93	urn:cite2:fufolio:tokenTypes.v1:word	χρὴ	145
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:146	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@διώκειν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.94	urn:cite2:fufolio:tokenTypes.v1:word	διώκειν	146
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:147	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@τὸ[3]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.95	urn:cite2:fufolio:tokenTypes.v1:word	τὸ	147
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:148	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@βέλτιστον[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.96	urn:cite2:fufolio:tokenTypes.v1:word	βέλτιστον	148
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:149	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@,[12]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.97	urn:cite2:fufolio:tokenTypes.v1:punc	,	149
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:150	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@ἵνα[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.98	urn:cite2:fufolio:tokenTypes.v1:word	ἵνα	150
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:151	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@μὴ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.99	urn:cite2:fufolio:tokenTypes.v1:word	μὴ	151
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:152	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@θεωρῇ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.100	urn:cite2:fufolio:tokenTypes.v1:word	θεωρῇ	152
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:153	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@μόνον[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.101	urn:cite2:fufolio:tokenTypes.v1:word	μόνον	153
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:154	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@,[13]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.102	urn:cite2:fufolio:tokenTypes.v1:punc	,	154
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:155	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@ἀλλὰ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.103	urn:cite2:fufolio:tokenTypes.v1:word	ἀλλὰ	155
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:156	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@καὶ[7]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.104	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	156
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:157	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@τρέφηται[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.105	urn:cite2:fufolio:tokenTypes.v1:word	τρέφηται	157
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:158	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@τῷ[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.106	urn:cite2:fufolio:tokenTypes.v1:word	τῷ	158
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:159	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@θεωρεῖν[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.107	urn:cite2:fufolio:tokenTypes.v1:word	θεωρεῖν	159
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:160	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.2@.[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.2.108	urn:cite2:fufolio:tokenTypes.v1:punc	.	160
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:161	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.3@ὡς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.3.1	urn:cite2:fufolio:tokenTypes.v1:word	ὡς	161
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:162	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.3@γὰρ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.3.2	urn:cite2:fufolio:tokenTypes.v1:word	γὰρ	162
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:163	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.3@ὀφθαλμῷ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.3.3	urn:cite2:fufolio:tokenTypes.v1:word	ὀφθαλμῷ	163
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:164	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.3@χρόα[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.3.4	urn:cite2:fufolio:tokenTypes.v1:word	χρόα	164
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:165	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.3@πρόσφορος[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.3.5	urn:cite2:fufolio:tokenTypes.v1:word	πρόσφορος	165
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:166	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.3@,[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.3.6	urn:cite2:fufolio:tokenTypes.v1:punc	,	166
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:167	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.3@ἧς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.3.7	urn:cite2:fufolio:tokenTypes.v1:word	ἧς	167
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:168	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.3@τὸ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.3.8	urn:cite2:fufolio:tokenTypes.v1:word	τὸ	168
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:169	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.3@ἀνθηρὸν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.3.9	urn:cite2:fufolio:tokenTypes.v1:word	ἀνθηρὸν	169
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:170	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.3@ἅμα[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.3.10	urn:cite2:fufolio:tokenTypes.v1:word	ἅμα	170
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:171	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.3@καὶ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.3.11	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	171
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:172	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.3@τερπνὸν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.3.12	urn:cite2:fufolio:tokenTypes.v1:word	τερπνὸν	172
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:173	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.3@ἀναζωπυρεῖ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.3.13	urn:cite2:fufolio:tokenTypes.v1:word	ἀναζωπυρεῖ	173
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:174	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.3@καὶ[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.3.14	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	174
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:175	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.3@τρέφει[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.3.15	urn:cite2:fufolio:tokenTypes.v1:word	τρέφει	175
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:176	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.3@τὴν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.3.16	urn:cite2:fufolio:tokenTypes.v1:word	τὴν	176
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:177	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.3@ὄψιν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.3.17	urn:cite2:fufolio:tokenTypes.v1:word	ὄψιν	177
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:178	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.3@,[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.3.18	urn:cite2:fufolio:tokenTypes.v1:punc	,	178
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:179	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.3@οὕτω[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.3.19	urn:cite2:fufolio:tokenTypes.v1:word	οὕτω	179
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:180	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.3@τὴν[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.3.20	urn:cite2:fufolio:tokenTypes.v1:word	τὴν	180
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:181	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.3@διάνοιαν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.3.21	urn:cite2:fufolio:tokenTypes.v1:word	διάνοιαν	181
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:182	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.3@ἐπάγειν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.3.22	urn:cite2:fufolio:tokenTypes.v1:word	ἐπάγειν	182
